home_code,home_team,home_accent,home_accent_hex,away_code,away_team,away_accent,away_accent_hex,banner,banner_hex,background_hex
CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,OTT,Ottawa Senators,Black,#000000,Sens Red,#C52032,#000000
CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Black,#000000,#000000
CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Black,#000000,#000000
CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,SJS,San Jose Sharks,Sharks Teal,#006D75,Black,#000000,#000000
CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,STL,St. Louis Blues,Blues Blue,#002F87,Black,#000000,#000000
CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Black,#000000,#000000
CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Black,#000000,#000000
CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Black,#000000,#000000
CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,VAN,Vancouver Canucks,Canucks Blue,#00205B,Canucks Green,#00843D,#000000
CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Steel Gray,#333F42,#000000
CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,WPG,Winnipeg Jets,Jets Navy,#041E42,Jets Red,#C8102E,#000000
CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,WSH,Washington Capitals,Caps Navy,#041E42,Caps Red,#C8102E,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Steel Blue,#236192,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,BOS,Boston Bruins,Bruins Gold,#FFB81C,Steel Blue,#236192,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,BUF,Buffalo Sabres,Sabres Royal,#003087,Steel Blue,#236192,#000000
COL,Colorado Avalanche,Steel Blue,#236192,CAR,Carolina Hurricanes,Hurricanes Red,#CC0000,Burgundy,#6F263D,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,CBJ,Columbus Blue Jackets,Union Blue,#002654,Goal Red,#CE1126,#000000
COL,Colorado Avalanche,Steel Blue,#236192,CGY,Calgary Flames,Flames Red,#C8102E,Burgundy,#6F263D,#000000
COL,Colorado Avalanche,Steel Blue,#236192,CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,Burgundy,#6F263D,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,DAL,Dallas Stars,Victory Green,#006847,Steel Blue,#236192,#000000
COL,Colorado Avalanche,Steel Blue,#236192,DET,Detroit Red Wings,Wings Red,#CE1126,Burgundy,#6F263D,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,EDM,Edmonton Oilers,Oilers Orange,#FF4C00,Oilers Navy,#041E42,#000000
COL,Colorado Avalanche,Steel Blue,#236192,FLA,Florida Panthers,Panthers Red,#C8102E,Panthers Navy,#041E42,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,LAK,Los Angeles Kings,Kings Black,#111111,Steel Blue,#236192,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,MIN,Minnesota Wild,Forest Green,#154734,Iron Range Red,#A6192E,#000000
COL,Colorado Avalanche,Steel Blue,#236192,MTL,Montreal Canadiens,Habs Red,#AF1E2D,Habs Blue,#192168,#000000
COL,Colorado Avalanche,Steel Blue,#236192,NJD,New Jersey Devils,Devils Red,#CE1126,Burgundy,#6F263D,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,NSH,Nashville Predators,Preds Gold,#FFB81C,Preds Navy,#041E42,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,NYI,New York Islanders,Isles Orange,#F47D30,Isles Royal,#00539B,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,NYR,New York Rangers,Rangers Blue,#0038A8,Rangers Red,#CE1126,#000000
COL,Colorado Avalanche,Steel Blue,#236192,OTT,Ottawa Senators,Sens Red,#C52032,Burgundy,#6F263D,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Steel Blue,#236192,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Steel Blue,#236192,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,SJS,San Jose Sharks,Sharks Teal,#006D75,Steel Blue,#236192,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,STL,St. Louis Blues,Blues Blue,#002F87,Steel Blue,#236192,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Steel Blue,#236192,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Steel Blue,#236192,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Steel Blue,#236192,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,VAN,Vancouver Canucks,Canucks Blue,#00205B,Steel Blue,#236192,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Steel Gray,#333F42,#000000
COL,Colorado Avalanche,Burgundy,#6F263D,WPG,Winnipeg Jets,Jets Navy,#041E42,Jets Red,#C8102E,#000000
COL,Colorado Avalanche,Steel Blue,#236192,WSH,Washington Capitals,Caps Red,#C8102E,Caps Navy,#041E42,#000000
DAL,Dallas Stars,Victory Green,#006847,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Black,#000000,#000000
DAL,Dallas Stars,Victory Green,#006847,BOS,Boston Bruins,Bruins Gold,#FFB81C,Black,#000000,#000000
DAL,Dallas Stars,Victory Green,#006847,BUF,Buffalo Sabres,Sabres Royal,#003087,Black,#000000,#000000
DAL,Dallas Stars,Victory Green,#006847,CAR,Carolina Hurricanes,Hurricanes Red,#CC0000,Black,#000000,#000000
DAL,Dallas Stars,Victory Green,#006847,CBJ,Columbus Blue Jackets,Union Blue,#002654,Goal Red,#CE1126,#000000
DAL,Dallas Stars,Victory Green,#006847,CGY,Calgary Flames,Flames Red,#C8102E,Black,#000000,#000000
DAL,Dallas Stars,Victory Green,#006847,CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,Black,#000000,#000000
DAL,Dallas Stars,Victory Green,#006847,COL,Colorado Avalanche,Burgundy,#6F263D,Steel Blue,#236192,#000000
DAL,Dallas Stars,Victory Green,#006847,DET,Detroit Red Wings,Wings Red,#CE1126,Black,#000000,#000000
DAL,Dallas Stars,Victory Green,#006847,EDM,Edmonton Oilers,Oilers Orange,#FF4C00,Oilers Navy,#041E42,#000000
DAL,Dallas Stars,Victory Green,#006847,FLA,Florida Panthers,Panthers Red,#C8102E,Panthers Navy,#041E42,#000000
DAL,Dallas Stars,Victory Green,#006847,LAK,Los Angeles Kings,Kings Black,#111111,Deep Navy,#0A1628,#000000
DAL,Dallas Stars,Victory Green,#006847,MIN,Minnesota Wild,Iron Range Red,#A6192E,Forest Green,#154734,#000000
DAL,Dallas Stars,Victory Green,#006847,MTL,Montreal Canadiens,Habs Red,#AF1E2D,Habs Blue,#192168,#000000
DAL,Dallas Stars,Victory Green,#006847,NJD,New Jersey Devils,Devils Red,#CE1126,Black,#000000,#000000
DAL,Dallas Stars,Victory Green,#006847,NSH,Nashville Predators,Preds Gold,#FFB81C,Preds Navy,#041E42,#000000
DAL,Dallas Stars,Victory Green,#006847,NYI,New York Islanders,Isles Orange,#F47D30,Isles Royal,#00539B,#000000
DAL,Dallas Stars,Victory Green,#006847,NYR,New York Rangers,Rangers Blue,#0038A8,Rangers Red,#CE1126,#000000
DAL,Dallas Stars,Victory Green,#006847,OTT,Ottawa Senators,Sens Red,#C52032,Black,#000000,#000000
DAL,Dallas Stars,Victory Green,#006847,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Black,#000000,#000000
DAL,Dallas Stars,Victory Green,#006847,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Black,#000000,#000000
DAL,Dallas Stars,Victory Green,#006847,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
DAL,Dallas Stars,Victory Green,#006847,SJS,San Jose Sharks,Sharks Teal,#006D75,Black,#000000,#000000
DAL,Dallas Stars,Victory Green,#006847,STL,St. Louis Blues,Blues Blue,#002F87,Black,#000000,#000000
DAL,Dallas Stars,Victory Green,#006847,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Black,#000000,#000000
DAL,Dallas Stars,Victory Green,#006847,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Black,#000000,#000000
DAL,Dallas Stars,Victory Green,#006847,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Black,#000000,#000000
DAL,Dallas Stars,Victory Green,#006847,VAN,Vancouver Canucks,Canucks Blue,#00205B,Canucks Green,#00843D,#000000
DAL,Dallas Stars,Victory Green,#006847,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Steel Gray,#333F42,#000000
DAL,Dallas Stars,Victory Green,#006847,WPG,Winnipeg Jets,Jets Navy,#041E42,Jets Red,#C8102E,#000000
DAL,Dallas Stars,Victory Green,#006847,WSH,Washington Capitals,Caps Red,#C8102E,Caps Navy,#041E42,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Black,#000000,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,BOS,Boston Bruins,Bruins Gold,#FFB81C,Black,#000000,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,BUF,Buffalo Sabres,Sabres Royal,#003087,Black,#000000,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,CAR,Carolina Hurricanes,Black,#000000,Hurricanes Red,#CC0000,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,CBJ,Columbus Blue Jackets,Union Blue,#002654,Black,#000000,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,CGY,Calgary Flames,Flames Yellow,#F1BE48,Flames Red,#C8102E,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,CHI,Chicago Blackhawks,Black,#000000,Blackhawks Red,#CF0A2C,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,COL,Colorado Avalanche,Steel Blue,#236192,Burgundy,#6F263D,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,DAL,Dallas Stars,Victory Green,#006847,Black,#000000,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,EDM,Edmonton Oilers,Oilers Orange,#FF4C00,Oilers Navy,#041E42,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,FLA,Florida Panthers,Panthers Navy,#041E42,Panthers Red,#C8102E,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,LAK,Los Angeles Kings,Kings Black,#111111,Deep Navy,#0A1628,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,MIN,Minnesota Wild,Forest Green,#154734,Iron Range Red,#A6192E,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,MTL,Montreal Canadiens,Habs Blue,#192168,Habs Red,#AF1E2D,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,NJD,New Jersey Devils,Black,#000000,Deep Navy,#0A1628,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,NSH,Nashville Predators,Preds Gold,#FFB81C,Preds Navy,#041E42,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,NYI,New York Islanders,Isles Orange,#F47D30,Isles Royal,#00539B,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,NYR,New York Rangers,Rangers Blue,#0038A8,Black,#000000,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,OTT,Ottawa Senators,Black,#000000,Sens Red,#C52032,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Black,#000000,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Black,#000000,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,SJS,San Jose Sharks,Sharks Teal,#006D75,Black,#000000,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,STL,St. Louis Blues,Blues Blue,#002F87,Black,#000000,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Black,#000000,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Black,#000000,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Black,#000000,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,VAN,Vancouver Canucks,Canucks Blue,#00205B,Canucks Green,#00843D,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Steel Gray,#333F42,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,WPG,Winnipeg Jets,Jets Navy,#041E42,Jets Red,#C8102E,#000000
DET,Detroit Red Wings,Wings Red,#CE1126,WSH,Washington Capitals,Caps Navy,#041E42,Caps Red,#C8102E,#000000
EDM,Edmonton Oilers,Oilers Navy,#041E42,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Black,#000000,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,BOS,Boston Bruins,Bruins Gold,#FFB81C,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,BUF,Buffalo Sabres,Sabres Royal,#003087,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,CAR,Carolina Hurricanes,Hurricanes Red,#CC0000,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,CBJ,Columbus Blue Jackets,Union Blue,#002654,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,CGY,Calgary Flames,Flames Red,#C8102E,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,COL,Colorado Avalanche,Burgundy,#6F263D,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,DAL,Dallas Stars,Victory Green,#006847,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,DET,Detroit Red Wings,Wings Red,#CE1126,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,FLA,Florida Panthers,Panthers Red,#C8102E,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,LAK,Los Angeles Kings,Kings Black,#111111,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,MIN,Minnesota Wild,Forest Green,#154734,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,MTL,Montreal Canadiens,Habs Red,#AF1E2D,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,NJD,New Jersey Devils,Devils Red,#CE1126,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,NSH,Nashville Predators,Preds Gold,#FFB81C,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,NYI,New York Islanders,Isles Royal,#00539B,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,NYR,New York Rangers,Rangers Blue,#0038A8,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,OTT,Ottawa Senators,Sens Red,#C52032,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Navy,#041E42,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Black,#000000,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,SJS,San Jose Sharks,Sharks Teal,#006D75,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,STL,St. Louis Blues,Blues Blue,#002F87,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,VAN,Vancouver Canucks,Canucks Blue,#00205B,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Oilers Navy,#041E42,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,WPG,Winnipeg Jets,Jets Navy,#041E42,Jets Red,#C8102E,#000000
EDM,Edmonton Oilers,Oilers Orange,#FF4C00,WSH,Washington Capitals,Caps Red,#C8102E,Caps Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,BOS,Boston Bruins,Bruins Gold,#FFB81C,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,BUF,Buffalo Sabres,Sabres Royal,#003087,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Navy,#041E42,CAR,Carolina Hurricanes,Hurricanes Red,#CC0000,Panthers Red,#C8102E,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,CBJ,Columbus Blue Jackets,Union Blue,#002654,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Navy,#041E42,CGY,Calgary Flames,Flames Red,#C8102E,Black,#000000,#000000
FLA,Florida Panthers,Panthers Navy,#041E42,CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,Panthers Red,#C8102E,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,COL,Colorado Avalanche,Steel Blue,#236192,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,DAL,Dallas Stars,Victory Green,#006847,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Navy,#041E42,DET,Detroit Red Wings,Wings Red,#CE1126,Panthers Red,#C8102E,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,EDM,Edmonton Oilers,Oilers Orange,#FF4C00,Oilers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,LAK,Los Angeles Kings,Kings Black,#111111,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,MIN,Minnesota Wild,Forest Green,#154734,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,MTL,Montreal Canadiens,Habs Blue,#192168,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Navy,#041E42,NJD,New Jersey Devils,Devils Red,#CE1126,Panthers Red,#C8102E,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,NSH,Nashville Predators,Preds Gold,#FFB81C,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,NYI,New York Islanders,Isles Orange,#F47D30,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,NYR,New York Rangers,Rangers Blue,#0038A8,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Navy,#041E42,OTT,Ottawa Senators,Sens Red,#C52032,Panthers Red,#C8102E,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,SJS,San Jose Sharks,Sharks Teal,#006D75,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,STL,St. Louis Blues,Blues Blue,#002F87,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,VAN,Vancouver Canucks,Canucks Blue,#00205B,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Panthers Navy,#041E42,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,WPG,Winnipeg Jets,Jets Navy,#041E42,Black,#000000,#000000
FLA,Florida Panthers,Panthers Red,#C8102E,WSH,Washington Capitals,Caps Navy,#041E42,Black,#000000,#000000
LAK,Los Angeles Kings,Kings Black,#111111,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Deep Navy,#0A1628,#000000
LAK,Los Angeles Kings,Kings Black,#111111,BOS,Boston Bruins,Bruins Gold,#FFB81C,Deep Navy,#0A1628,#000000
LAK,Los Angeles Kings,Kings Black,#111111,BUF,Buffalo Sabres,Sabres Royal,#003087,Deep Navy,#0A1628,#000000
LAK,Los Angeles Kings,Kings Black,#111111,CAR,Carolina Hurricanes,Hurricanes Red,#CC0000,Deep Navy,#0A1628,#000000
LAK,Los Angeles Kings,Kings Black,#111111,CBJ,Columbus Blue Jackets,Union Blue,#002654,Goal Red,#CE1126,#000000
LAK,Los Angeles Kings,Kings Black,#111111,CGY,Calgary Flames,Flames Red,#C8102E,Deep Navy,#0A1628,#000000
LAK,Los Angeles Kings,Kings Black,#111111,CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,Deep Navy,#0A1628,#000000
LAK,Los Angeles Kings,Kings Black,#111111,COL,Colorado Avalanche,Burgundy,#6F263D,Steel Blue,#236192,#000000
LAK,Los Angeles Kings,Kings Black,#111111,DAL,Dallas Stars,Victory Green,#006847,Deep Navy,#0A1628,#000000
LAK,Los Angeles Kings,Kings Black,#111111,DET,Detroit Red Wings,Wings Red,#CE1126,Deep Navy,#0A1628,#000000
LAK,Los Angeles Kings,Kings Black,#111111,EDM,Edmonton Oilers,Oilers Orange,#FF4C00,Oilers Navy,#041E42,#000000
LAK,Los Angeles Kings,Kings Black,#111111,FLA,Florida Panthers,Panthers Red,#C8102E,Panthers Navy,#041E42,#000000
LAK,Los Angeles Kings,Kings Black,#111111,MIN,Minnesota Wild,Forest Green,#154734,Iron Range Red,#A6192E,#000000
LAK,Los Angeles Kings,Kings Black,#111111,MTL,Montreal Canadiens,Habs Red,#AF1E2D,Habs Blue,#192168,#000000
LAK,Los Angeles Kings,Kings Black,#111111,NJD,New Jersey Devils,Devils Red,#CE1126,Deep Navy,#0A1628,#000000
LAK,Los Angeles Kings,Kings Black,#111111,NSH,Nashville Predators,Preds Gold,#FFB81C,Preds Navy,#041E42,#000000
LAK,Los Angeles Kings,Kings Black,#111111,NYI,New York Islanders,Isles Orange,#F47D30,Isles Royal,#00539B,#000000
LAK,Los Angeles Kings,Kings Black,#111111,NYR,New York Rangers,Rangers Blue,#0038A8,Rangers Red,#CE1126,#000000
LAK,Los Angeles Kings,Kings Black,#111111,OTT,Ottawa Senators,Sens Red,#C52032,Deep Navy,#0A1628,#000000
LAK,Los Angeles Kings,Kings Black,#111111,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Deep Navy,#0A1628,#000000
LAK,Los Angeles Kings,Kings Black,#111111,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Deep Navy,#0A1628,#000000
LAK,Los Angeles Kings,Kings Black,#111111,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
LAK,Los Angeles Kings,Kings Black,#111111,SJS,San Jose Sharks,Sharks Teal,#006D75,Deep Navy,#0A1628,#000000
LAK,Los Angeles Kings,Kings Black,#111111,STL,St. Louis Blues,Blues Blue,#002F87,Deep Navy,#0A1628,#000000
LAK,Los Angeles Kings,Kings Black,#111111,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Deep Navy,#0A1628,#000000
LAK,Los Angeles Kings,Kings Black,#111111,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Deep Navy,#0A1628,#000000
LAK,Los Angeles Kings,Kings Black,#111111,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Deep Navy,#0A1628,#000000
LAK,Los Angeles Kings,Kings Black,#111111,VAN,Vancouver Canucks,Canucks Blue,#00205B,Canucks Green,#00843D,#000000
LAK,Los Angeles Kings,Kings Black,#111111,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Steel Gray,#333F42,#000000
LAK,Los Angeles Kings,Kings Black,#111111,WPG,Winnipeg Jets,Jets Navy,#041E42,Jets Red,#C8102E,#000000
LAK,Los Angeles Kings,Kings Black,#111111,WSH,Washington Capitals,Caps Red,#C8102E,Caps Navy,#041E42,#000000
MIN,Minnesota Wild,Forest Green,#154734,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,BOS,Boston Bruins,Bruins Gold,#FFB81C,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,BUF,Buffalo Sabres,Sabres Royal,#003087,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,CAR,Carolina Hurricanes,Hurricanes Red,#CC0000,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,CBJ,Columbus Blue Jackets,Union Blue,#002654,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,CGY,Calgary Flames,Flames Red,#C8102E,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,Iron Range Red,#A6192E,#000000
MIN,Minnesota Wild,Forest Green,#154734,COL,Colorado Avalanche,Burgundy,#6F263D,Iron Range Red,#A6192E,#000000
